Order-No.,Customer-No.,Item-No.,"Export to not EU [1 = n, 2 = y]","Dangerous Good [1 = n, 2 = y]",Planed-Master-Scenario-No.,Planed-Master-Order-Processing-Ongoing Position No.,Planed-Master-Order-Processing-Position-No. as an ID,Planed-Master-Order-Processing-Start-Time,Planed-Master-Order-Processing-End-Time,As-Is-Real-Order-Processing-Ongoing Position No.,As-Is-Master-Order-Processing-Position-No. as an ID,As-Is-Real-Order-Processing-Start-Time,As-Is-Real-Order-Processing-End-Time,Final Yield Quantity,Total Scrap Quantity
ORD0003,CUS0017,ITE0025,1,1,SCE001,7,PR0007,2025-07-17 09:00:00,2025-07-17 09:10:00,8,PR0007,2025-07-17 09:10:00,2025-07-17 09:20:00,24,0
ORD0003,CUS0017,ITE0025,1,1,SCE001,8,PR0008,2025-07-17 09:10:00,2025-07-17 09:20:00,9,PR0008,2025-07-17 09:20:00,2025-07-17 09:30:00,24,0
ORD0003,CUS0017,ITE0025,1,1,SCE001,9,PR0009,2025-07-17 09:20:00,2025-07-17 09:30:00,10,PR0009,2025-07-17 09:30:00,2025-07-17 09:40:00,24,0
ORD0003,CUS0017,ITE0025,1,1,SCE001,10,PR0010,2025-07-17 09:30:00,2025-07-17 09:40:00,11,PR0010,2025-07-17 09:40:00,2025-07-17 09:50:00,24,0
ORD0003,CUS0017,ITE0025,1,1,SCE001,11,PR0011,2025-07-17 09:40:00,2025-07-17 09:50:00,12,PR0011,2025-07-17 09:50:00,2025-07-17 10:00:00,24,0
ORD0003,CUS0017,ITE0025,1,1,SCE001,12,PR0012,2025-07-17 09:50:00,2025-07-17 10:00:00,13,PR0012,2025-07-17 10:00:00,2025-07-17 10:10:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,1,PR0001,2025-07-18 08:00:00,2025-07-18 08:10:00,1,PR0001,2025-07-18 08:00:00,2025-07-18 08:10:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,2,PR0002,2025-07-18 08:10:00,2025-07-18 08:20:00,2,PR0002,2025-07-18 08:10:00,2025-07-18 08:20:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,3,PR0003,2025-07-18 08:20:00,2025-07-18 08:30:00,3,PR0003,2025-07-18 08:20:00,2025-07-18 08:30:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,4,PR0004,2025-07-18 08:30:00,2025-07-18 08:40:00,4,PR0004,2025-07-18 08:30:00,2025-07-18 08:40:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,5,PR0005,2025-07-18 08:40:00,2025-07-18 08:50:00,5,PR0005,2025-07-18 08:40:00,2025-07-18 08:50:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,6,PR0006,2025-07-18 08:50:00,2025-07-18 09:00:00,6,PR0006,2025-07-18 08:50:00,2025-07-18 09:00:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,7,PR0007,2025-07-18 09:00:00,2025-07-18 09:10:00,7,PR0007,2025-07-18 09:00:00,2025-07-18 09:10:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,8,PR0008,2025-07-18 09:10:00,2025-07-18 09:20:00,8,PR0008,2025-07-18 09:10:00,2025-07-18 09:20:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,9,PR0009,2025-07-18 09:20:00,2025-07-18 09:30:00,9,PR0009,2025-07-18 09:20:00,2025-07-18 09:30:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,10,PR0010,2025-07-18 09:30:00,2025-07-18 09:40:00,10,PR0010,2025-07-18 09:30:00,2025-07-18 09:40:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,11,PR0011,2025-07-18 09:40:00,2025-07-18 09:50:00,12,PR0011,2025-07-18 09:50:00,2025-07-18 10:00:00,24,0
ORD0004,CUS0016,ITE0049,1,1,SCE001,12,PR0012,2025-07-18 09:50:00,2025-07-18 10:00:00,13,PR0012,2025-07-18 10:00:00,2025-07-18 10:10:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,1,PR0001,2025-07-19 08:00:00,2025-07-19 08:10:00,1,PR0001,2025-07-19 08:00:00,2025-07-19 08:10:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,2,PR0002,2025-07-19 08:10:00,2025-07-19 08:20:00,2,PR0002,2025-07-19 08:10:00,2025-07-19 08:20:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,3,PR0003,2025-07-19 08:20:00,2025-07-19 08:30:00,3,PR0003,2025-07-19 08:20:00,2025-07-19 08:30:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,4,PR0004,2025-07-19 08:30:00,2025-07-19 08:40:00,4,PR0004,2025-07-19 08:30:00,2025-07-19 08:40:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,5,PR0005,2025-07-19 08:40:00,2025-07-19 08:50:00,5,PR0005,2025-07-19 08:40:00,2025-07-19 08:50:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,6,PR0006,2025-07-19 08:50:00,2025-07-19 09:00:00,6,PR0006,2025-07-19 08:50:00,2025-07-19 09:00:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,7,PR0007,2025-07-19 09:00:00,2025-07-19 09:10:00,7,PR0007,2025-07-19 09:00:00,2025-07-19 09:10:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,8,PR0008,2025-07-19 09:10:00,2025-07-19 09:20:00,9,PR0008,2025-07-19 09:20:00,2025-07-19 09:30:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,9,PR0009,2025-07-19 09:20:00,2025-07-19 09:30:00,10,PR0009,2025-07-19 09:30:00,2025-07-19 09:40:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,10,PR0010,2025-07-19 09:30:00,2025-07-19 09:40:00,11,PR0010,2025-07-19 09:40:00,2025-07-19 09:50:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,11,PR0011,2025-07-19 09:40:00,2025-07-19 09:50:00,12,PR0011,2025-07-19 09:50:00,2025-07-19 10:00:00,24,0
ORD0005,CUS0004,ITE0007,1,1,SCE001,12,PR0012,2025-07-19 09:50:00,2025-07-19 10:00:00,13,PR0012,2025-07-19 10:00:00,2025-07-19 10:10:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,1,PR0001,2025-07-20 08:00:00,2025-07-20 08:10:00,1,PR0001,2025-07-20 08:00:00,2025-07-20 08:10:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,2,PR0002,2025-07-20 08:10:00,2025-07-20 08:20:00,2,PR0002,2025-07-20 08:10:00,2025-07-20 08:20:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,3,PR0003,2025-07-20 08:20:00,2025-07-20 08:30:00,3,PR0003,2025-07-20 08:20:00,2025-07-20 08:30:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,4,PR0004,2025-07-20 08:30:00,2025-07-20 08:40:00,4,PR0004,2025-07-20 08:30:00,2025-07-20 08:40:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,5,PR0005,2025-07-20 08:40:00,2025-07-20 08:50:00,5,PR0005,2025-07-20 08:40:00,2025-07-20 08:50:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,6,PR0006,2025-07-20 08:50:00,2025-07-20 09:00:00,6,PR0006,2025-07-20 08:50:00,2025-07-20 09:00:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,7,PR0007,2025-07-20 09:00:00,2025-07-20 09:10:00,7,PR0007,2025-07-20 09:00:00,2025-07-20 09:10:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,8,PR0008,2025-07-20 09:10:00,2025-07-20 09:20:00,8,PR0008,2025-07-20 09:10:00,2025-07-20 09:20:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,9,PR0009,2025-07-20 09:20:00,2025-07-20 09:30:00,9,PR0009,2025-07-20 09:20:00,2025-07-20 09:30:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,10,PR0010,2025-07-20 09:30:00,2025-07-20 09:40:00,10,PR0010,2025-07-20 09:30:00,2025-07-20 09:40:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,11,PR0011,2025-07-20 09:40:00,2025-07-20 09:50:00,11,PR0011,2025-07-20 09:40:00,2025-07-20 09:50:00,24,0
ORD0006,CUS0001,ITE0050,1,1,SCE001,12,PR0012,2025-07-20 09:50:00,2025-07-20 10:00:00,12,PR0012,2025-07-20 09:50:00,2025-07-20 10:00:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,1,PR0001,2025-07-21 08:00:00,2025-07-21 08:10:00,1,PR0001,2025-07-21 08:00:00,2025-07-21 08:10:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,2,PR0002,2025-07-21 08:10:00,2025-07-21 08:20:00,2,PR0002,2025-07-21 08:10:00,2025-07-21 08:20:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,3,PR0003,2025-07-21 08:20:00,2025-07-21 08:30:00,3,PR0003,2025-07-21 08:20:00,2025-07-21 08:30:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,4,PR0004,2025-07-21 08:30:00,2025-07-21 08:40:00,4,PR0004,2025-07-21 08:30:00,2025-07-21 08:40:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,5,PR0005,2025-07-21 08:40:00,2025-07-21 08:50:00,6,PR0005,2025-07-21 08:50:00,2025-07-21 09:00:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,6,PR0014,2025-07-21 08:50:00,2025-07-21 09:00:00,7,PR0014,2025-07-21 09:00:00,2025-07-21 09:10:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,7,PR0006,2025-07-21 09:00:00,2025-07-21 09:10:00,8,PR0006,2025-07-21 09:10:00,2025-07-21 09:20:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,8,PR0007,2025-07-21 09:10:00,2025-07-21 09:20:00,9,PR0007,2025-07-21 09:20:00,2025-07-21 09:30:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,9,PR0008,2025-07-21 09:20:00,2025-07-21 09:30:00,10,PR0008,2025-07-21 09:30:00,2025-07-21 09:40:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,10,PR0013,2025-07-21 09:30:00,2025-07-21 09:40:00,11,PR0013,2025-07-21 09:40:00,2025-07-21 09:50:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,11,PR0009,2025-07-21 09:40:00,2025-07-21 09:50:00,5,PR0009,2025-07-21 08:40:00,2025-07-21 08:50:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,12,PR0010,2025-07-21 09:50:00,2025-07-21 10:00:00,13,PR0010,2025-07-21 10:00:00,2025-07-21 10:10:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,13,PR0011,2025-07-21 10:00:00,2025-07-21 10:10:00,14,PR0011,2025-07-21 10:10:00,2025-07-21 10:20:00,24,0
ORD0007,CUS0010,ITE0050,2,2,SCE004,14,PR0012,2025-07-21 10:10:00,2025-07-21 10:20:00,15,PR0012,2025-07-21 10:20:00,2025-07-21 10:30:00,24,0
ORD0008,CUS0001,ITE0020,2,2,SCE005,1,PR0001,2025-07-22 08:00:00,2025-07-22 08:10:00,1,PR0001,2025-07-22 08:00:00,2025-07-22 08:10:00,24,0
ORD0008,CUS0001,ITE0020,2,2,SCE005,2,PR0003,2025-07-22 08:10:00,2025-07-22 08:20:00,2,PR0003,2025-07-22 08:10:00,2025-07-22 08:20:00,24,0
ORD0008,CUS0001,ITE0020,2,2,SCE005,3,PR0004,2025-07-22 08:20:00,2025-07-22 08:30:00,3,PR0004,2025-07-22 08:20:00,2025-07-22 08:30:00,24,0
ORD0008,CUS0001,ITE0020,2,2,SCE005,4,PR0014,2025-07-22 08:30:00,2025-07-22 08:40:00,4,PR0014,2025-07-22 08:30:00,2025-07-22 08:40:00,24,0
ORD0008,CUS0001,ITE0020,2,2,SCE005,5,PR0012,2025-07-22 08:40:00,2025-07-22 08:50:00,5,PR0012,2025-07-22 08:40:00,2025-07-22 08:50:00,24,0
ORD0008,CUS0001,ITE0020,2,2,SCE005,6,PR0006,2025-07-22 08:50:00,2025-07-22 09:00:00,6,PR0006,2025-07-22 08:50:00,2025-07-22 09:00:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,1,PR0001,2025-07-23 08:00:00,2025-07-23 08:10:00,1,PR0001,2025-07-23 08:00:00,2025-07-23 08:10:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,2,PR0002,2025-07-23 08:10:00,2025-07-23 08:20:00,2,PR0002,2025-07-23 08:10:00,2025-07-23 08:20:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,3,PR0003,2025-07-23 08:20:00,2025-07-23 08:30:00,3,PR0003,2025-07-23 08:20:00,2025-07-23 08:30:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,4,PR0004,2025-07-23 08:30:00,2025-07-23 08:40:00,4,PR0004,2025-07-23 08:30:00,2025-07-23 08:40:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,5,PR0005,2025-07-23 08:40:00,2025-07-23 08:50:00,5,PR0005,2025-07-23 08:40:00,2025-07-23 08:50:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,6,PR0006,2025-07-23 08:50:00,2025-07-23 09:00:00,6,PR0006,2025-07-23 08:50:00,2025-07-23 09:00:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,7,PR0007,2025-07-23 09:00:00,2025-07-23 09:10:00,7,PR0007,2025-07-23 09:00:00,2025-07-23 09:10:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,8,PR0013,2025-07-23 09:10:00,2025-07-23 09:20:00,8,PR0013,2025-07-23 09:10:00,2025-07-23 09:20:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,9,PR0008,2025-07-23 09:20:00,2025-07-23 09:30:00,10,PR0008,2025-07-23 09:30:00,2025-07-23 09:40:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,10,PR0009,2025-07-23 09:30:00,2025-07-23 09:40:00,11,PR0009,2025-07-23 09:40:00,2025-07-23 09:50:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,11,PR0010,2025-07-23 09:40:00,2025-07-23 09:50:00,12,PR0010,2025-07-23 09:50:00,2025-07-23 10:00:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,12,PR0011,2025-07-23 09:50:00,2025-07-23 10:00:00,13,PR0011,2025-07-23 10:00:00,2025-07-23 10:10:00,24,0
ORD0009,CUS0004,ITE0029,1,2,SCE002,13,PR0012,2025-07-23 10:00:00,2025-07-23 10:10:00,9,PR0012,2025-07-23 09:20:00,2025-07-23 09:30:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,1,PR0001,2025-07-24 08:00:00,2025-07-24 08:10:00,1,PR0001,2025-07-24 08:00:00,2025-07-24 08:10:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,2,PR0002,2025-07-24 08:10:00,2025-07-24 08:20:00,2,PR0002,2025-07-24 08:10:00,2025-07-24 08:20:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,3,PR0003,2025-07-24 08:20:00,2025-07-24 08:30:00,3,PR0003,2025-07-24 08:20:00,2025-07-24 08:30:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,4,PR0004,2025-07-24 08:30:00,2025-07-24 08:40:00,4,PR0004,2025-07-24 08:30:00,2025-07-24 08:40:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,5,PR0005,2025-07-24 08:40:00,2025-07-24 08:50:00,5,PR0005,2025-07-24 08:40:00,2025-07-24 08:50:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,6,PR0006,2025-07-24 08:50:00,2025-07-24 09:00:00,6,PR0006,2025-07-24 08:50:00,2025-07-24 09:00:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,7,PR0007,2025-07-24 09:00:00,2025-07-24 09:10:00,7,PR0007,2025-07-24 09:00:00,2025-07-24 09:10:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,8,PR0013,2025-07-24 09:10:00,2025-07-24 09:20:00,8,PR0013,2025-07-24 09:10:00,2025-07-24 09:20:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,9,PR0008,2025-07-24 09:20:00,2025-07-24 09:30:00,9,PR0008,2025-07-24 09:20:00,2025-07-24 09:30:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,10,PR0009,2025-07-24 09:30:00,2025-07-24 09:40:00,10,PR0009,2025-07-24 09:30:00,2025-07-24 09:40:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,11,PR0010,2025-07-24 09:40:00,2025-07-24 09:50:00,11,PR0010,2025-07-24 09:40:00,2025-07-24 09:50:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,12,PR0011,2025-07-24 09:50:00,2025-07-24 10:00:00,12,PR0011,2025-07-24 09:50:00,2025-07-24 10:00:00,24,0
ORD0010,CUS0019,ITE0016,1,2,SCE002,13,PR0012,2025-07-24 10:00:00,2025-07-24 10:10:00,14,PR0012,2025-07-24 10:10:00,2025-07-24 10:20:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,1,PR0001,2025-07-25 08:00:00,2025-07-25 08:10:00,1,PR0001,2025-07-25 08:00:00,2025-07-25 08:10:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,2,PR0002,2025-07-25 08:10:00,2025-07-25 08:20:00,2,PR0002,2025-07-25 08:10:00,2025-07-25 08:20:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,3,PR0003,2025-07-25 08:20:00,2025-07-25 08:30:00,3,PR0003,2025-07-25 08:20:00,2025-07-25 08:30:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,4,PR0004,2025-07-25 08:30:00,2025-07-25 08:40:00,5,PR0004,2025-07-25 08:40:00,2025-07-25 08:50:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,5,PR0005,2025-07-25 08:40:00,2025-07-25 08:50:00,6,PR0005,2025-07-25 08:50:00,2025-07-25 09:00:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,6,PR0014,2025-07-25 08:50:00,2025-07-25 09:00:00,7,PR0014,2025-07-25 09:00:00,2025-07-25 09:10:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,7,PR0006,2025-07-25 09:00:00,2025-07-25 09:10:00,8,PR0006,2025-07-25 09:10:00,2025-07-25 09:20:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,8,PR0007,2025-07-25 09:10:00,2025-07-25 09:20:00,9,PR0007,2025-07-25 09:20:00,2025-07-25 09:30:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,9,PR0008,2025-07-25 09:20:00,2025-07-25 09:30:00,10,PR0008,2025-07-25 09:30:00,2025-07-25 09:40:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,10,PR0013,2025-07-25 09:30:00,2025-07-25 09:40:00,11,PR0013,2025-07-25 09:40:00,2025-07-25 09:50:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,11,PR0009,2025-07-25 09:40:00,2025-07-25 09:50:00,12,PR0009,2025-07-25 09:50:00,2025-07-25 10:00:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,12,PR0010,2025-07-25 09:50:00,2025-07-25 10:00:00,13,PR0010,2025-07-25 10:00:00,2025-07-25 10:10:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,13,PR0011,2025-07-25 10:00:00,2025-07-25 10:10:00,4,PR0011,2025-07-25 08:30:00,2025-07-25 08:40:00,24,0
ORD0011,CUS0010,ITE0011,2,2,SCE004,14,PR0012,2025-07-25 10:10:00,2025-07-25 10:20:00,15,PR0012,2025-07-25 10:20:00,2025-07-25 10:30:00,24,0
ORD0012,CUS0014,ITE0004,2,1,SCE003,1,PR0001,2025-07-26 08:00:00,2025-07-26 08:10:00,1,PR0001,2025-07-26 08:00:00,2025-07-26 08:10:00,24,0
ORD0012,CUS0014,ITE0004,2,1,SCE003,2,PR0002,2025-07-26 08:10:00,2025-07-26 08:20:00,2,PR0002,2025-07-26 08:10:00,2025-07-26 08:20:00,24,0
ORD0012,CUS0014,ITE0004,2,1,SCE003,3,PR0003,2025-07-26 08:20:00,2025-07-26 08:30:00,4,PR0003,2025-07-26 08:30:00,2025-07-26 08:40:00,24,0
ORD0012,CUS0014,ITE0004,2,1,SCE003,4,PR0004,2025-07-26 08:30:00,2025-07-26 08:40:00,5,PR0004,2025-07-26 08:40:00,2025-07-26 08:50:00,24,0
ORD0012,CUS0014,ITE0004,2,1,SCE003,5,PR0005,2025-07-26 08:40:00,2025-07-26 08:50:00,6,PR0005,2025-07-26 08:50:00,2025-07-26 09:00:00,24,0
