Order ID,Customer ID,Item ID,Export Flag,Dangerous Flag,Derived Scenario,Scenario Used,Planned Steps,As Is Steps
ORD0011,CUS0001,ITE0033,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0012,CUS0001,ITE0034,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0013,CUS0012,ITE0029,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0014,CUS0010,ITE0035,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0015,CUS0009,ITE0046,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0016,CUS0017,ITE0042,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0017,CUS0016,ITE0016,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0018,CUS0015,ITE0049,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0019,CUS0017,ITE0009,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0020,CUS0011,ITE0027,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0021,CUS0001,ITE0050,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0022,CUS0020,ITE0040,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0023,CUS0012,ITE0041,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0024,CUS0019,ITE0041,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0025,CUS0001,ITE0035,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0026,CUS0011,ITE0036,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0027,CUS0020,ITE0030,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0028,CUS0001,ITE0023,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0029,CUS0018,ITE0048,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0030,CUS0006,ITE0009,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0031,CUS0018,ITE0029,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0032,CUS0001,ITE0016,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0033,CUS0012,ITE0022,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0034,CUS0016,ITE0029,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0035,CUS0014,ITE0038,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0036,CUS0003,ITE0026,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0037,CUS0004,ITE0048,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0038,CUS0017,ITE0023,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0039,CUS0008,ITE0046,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0040,CUS0020,ITE0016,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0041,CUS0017,ITE0010,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0042,CUS0014,ITE0039,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0043,CUS0014,ITE0022,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0044,CUS0014,ITE0042,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0045,CUS0006,ITE0041,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0046,CUS0007,ITE0005,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0047,CUS0008,ITE0021,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0048,CUS0018,ITE0015,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0049,CUS0003,ITE0025,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0050,CUS0006,ITE0027,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0051,CUS0010,ITE0049,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0052,CUS0020,ITE0040,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0053,CUS0015,ITE0024,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0054,CUS0012,ITE0024,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0055,CUS0015,ITE0043,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0056,CUS0011,ITE0011,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0057,CUS0006,ITE0023,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0058,CUS0012,ITE0008,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0059,CUS0006,ITE0039,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0060,CUS0018,ITE0001,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0061,CUS0020,ITE0037,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0062,CUS0004,ITE0022,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0063,CUS0015,ITE0035,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0064,CUS0001,ITE0019,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0065,CUS0012,ITE0033,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0066,CUS0019,ITE0024,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0067,CUS0006,ITE0032,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0068,CUS0018,ITE0013,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0069,CUS0001,ITE0004,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0070,CUS0004,ITE0050,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0071,CUS0003,ITE0017,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0072,CUS0007,ITE0037,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0073,CUS0010,ITE0005,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0074,CUS0011,ITE0018,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0075,CUS0008,ITE0014,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0076,CUS0006,ITE0041,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0077,CUS0003,ITE0035,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0078,CUS0012,ITE0031,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0079,CUS0007,ITE0032,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0080,CUS0007,ITE0016,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0081,CUS0014,ITE0048,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0082,CUS0016,ITE0010,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0083,CUS0013,ITE0031,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0084,CUS0019,ITE0001,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0085,CUS0010,ITE0024,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0086,CUS0020,ITE0010,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0087,CUS0016,ITE0002,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0088,CUS0014,ITE0007,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0089,CUS0005,ITE0018,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0090,CUS0017,ITE0036,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0091,CUS0012,ITE0002,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0092,CUS0017,ITE0041,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0093,CUS0007,ITE0016,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0094,CUS0010,ITE0039,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0095,CUS0015,ITE0047,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
