Order-No.,Customer-No.,Item-No.,"Export to not EU [1 = n, 2 = y]","Dangerous Good [1 = n, 2 = y]",Planed-Master-Scenario-No.,Planed-Master-Order-Processing-Ongoing Position No.,Planed-Master-Order-Processing-Position-No. as an ID,Planed-Master-Order-Processing-Start-Time,Planed-Master-Order-Processing-End-Time,As-Is-Real-Order-Processing-Ongoing Position No.,As-Is-Master-Order-Processing-Position-No. as an ID,As-Is-Real-Order-Processing-Start-Time,As-Is-Real-Order-Processing-End-Time,Final Yield Quantity,Total Scrap Quantity
ORD0005,CUS0003,ITE0011,2,2,SCE002,2,PR0011,2025-07-19 08:15:00,2025-07-19 08:30:00,1,PR0011,2025-07-19 08:00:00,2025-07-19 08:15:00,113,7
ORD0005,CUS0003,ITE0011,2,2,SCE002,3,PR0012,2025-07-19 08:30:00,2025-07-19 08:45:00,4,PR0012,2025-07-19 08:45:00,2025-07-19 09:00:00,113,7
ORD0005,CUS0003,ITE0011,2,2,SCE002,4,PR0013,2025-07-19 08:45:00,2025-07-19 09:00:00,5,PR0013,2025-07-19 09:00:00,2025-07-19 09:15:00,113,7
ORD0005,CUS0003,ITE0011,2,2,SCE002,5,PR0014,2025-07-19 09:00:00,2025-07-19 09:15:00,6,PR0014,2025-07-19 09:15:00,2025-07-19 09:30:00,113,7
ORD0006,CUS0011,ITE0001,2,2,SCE002,1,PR0010,2025-07-20 08:00:00,2025-07-20 08:15:00,1,PR0010,2025-07-20 08:00:00,2025-07-20 08:15:00,102,18
ORD0006,CUS0011,ITE0001,2,2,SCE002,2,PR0011,2025-07-20 08:15:00,2025-07-20 08:30:00,2,PR0011,2025-07-20 08:15:00,2025-07-20 08:30:00,102,18
ORD0006,CUS0011,ITE0001,2,2,SCE002,3,PR0012,2025-07-20 08:30:00,2025-07-20 08:45:00,3,PR0012,2025-07-20 08:30:00,2025-07-20 08:45:00,102,18
ORD0006,CUS0011,ITE0001,2,2,SCE002,4,PR0013,2025-07-20 08:45:00,2025-07-20 09:00:00,4,PR0013,2025-07-20 08:45:00,2025-07-20 09:00:00,102,18
ORD0006,CUS0011,ITE0001,2,2,SCE002,5,PR0014,2025-07-20 09:00:00,2025-07-20 09:15:00,6,PR0014,2025-07-20 09:15:00,2025-07-20 09:30:00,102,18
ORD0007,CUS0018,ITE0008,1,1,SCE001,1,PR0001,2025-07-21 08:00:00,2025-07-21 08:10:00,1,PR0001,2025-07-21 08:00:00,2025-07-21 08:10:00,84,18
ORD0007,CUS0018,ITE0008,1,1,SCE001,2,PR0002,2025-07-21 08:10:00,2025-07-21 08:20:00,2,PR0002,2025-07-21 08:10:00,2025-07-21 08:20:00,84,18
ORD0007,CUS0018,ITE0008,1,1,SCE001,3,PR0003,2025-07-21 08:20:00,2025-07-21 08:30:00,3,PR0003,2025-07-21 08:20:00,2025-07-21 08:30:00,84,18
ORD0007,CUS0018,ITE0008,1,1,SCE001,4,PR0004,2025-07-21 08:30:00,2025-07-21 08:40:00,4,PR0004,2025-07-21 08:30:00,2025-07-21 08:40:00,84,18
ORD0007,CUS0018,ITE0008,1,1,SCE001,5,PR0005,2025-07-21 08:40:00,2025-07-21 08:50:00,5,PR0005,2025-07-21 08:40:00,2025-07-21 08:50:00,84,18
ORD0008,CUS0014,ITE0025,1,1,SCE001,1,PR0001,2025-07-22 08:00:00,2025-07-22 08:10:00,1,PR0001,2025-07-22 08:00:00,2025-07-22 08:10:00,92,14
ORD0008,CUS0014,ITE0025,1,1,SCE001,2,PR0002,2025-07-22 08:10:00,2025-07-22 08:20:00,2,PR0002,2025-07-22 08:10:00,2025-07-22 08:20:00,92,14
ORD0008,CUS0014,ITE0025,1,1,SCE001,3,PR0003,2025-07-22 08:20:00,2025-07-22 08:30:00,4,PR0003,2025-07-22 08:30:00,2025-07-22 08:40:00,92,14
ORD0008,CUS0014,ITE0025,1,1,SCE001,4,PR0004,2025-07-22 08:30:00,2025-07-22 08:40:00,5,PR0004,2025-07-22 08:40:00,2025-07-22 08:50:00,92,14
ORD0008,CUS0014,ITE0025,1,1,SCE001,5,PR0005,2025-07-22 08:40:00,2025-07-22 08:50:00,3,PR0005,2025-07-22 08:20:00,2025-07-22 08:30:00,92,14
ORD0009,CUS0005,ITE0028,1,1,SCE001,1,PR0001,2025-07-23 08:00:00,2025-07-23 08:10:00,1,PR0001,2025-07-23 08:00:00,2025-07-23 08:10:00,119,7
ORD0009,CUS0005,ITE0028,1,1,SCE001,2,PR0002,2025-07-23 08:10:00,2025-07-23 08:20:00,2,PR0002,2025-07-23 08:10:00,2025-07-23 08:20:00,119,7
ORD0009,CUS0005,ITE0028,1,1,SCE001,3,PR0003,2025-07-23 08:20:00,2025-07-23 08:30:00,3,PR0003,2025-07-23 08:20:00,2025-07-23 08:30:00,119,7
ORD0009,CUS0005,ITE0028,1,1,SCE001,4,PR0004,2025-07-23 08:30:00,2025-07-23 08:40:00,4,PR0004,2025-07-23 08:30:00,2025-07-23 08:40:00,119,7
ORD0009,CUS0005,ITE0028,1,1,SCE001,5,PR0005,2025-07-23 08:40:00,2025-07-23 08:50:00,5,PR0005,2025-07-23 08:40:00,2025-07-23 08:50:00,119,7
ORD0010,CUS0003,ITE0005,1,1,SCE001,1,PR0001,2025-07-24 08:00:00,2025-07-24 08:10:00,1,PR0001,2025-07-24 08:00:00,2025-07-24 08:10:00,119,15
ORD0010,CUS0003,ITE0005,1,1,SCE001,2,PR0002,2025-07-24 08:10:00,2025-07-24 08:20:00,2,PR0002,2025-07-24 08:10:00,2025-07-24 08:20:00,119,15
ORD0010,CUS0003,ITE0005,1,1,SCE001,3,PR0003,2025-07-24 08:20:00,2025-07-24 08:30:00,3,PR0003,2025-07-24 08:20:00,2025-07-24 08:30:00,119,15
ORD0010,CUS0003,ITE0005,1,1,SCE001,4,PR0004,2025-07-24 08:30:00,2025-07-24 08:40:00,4,PR0004,2025-07-24 08:30:00,2025-07-24 08:40:00,119,15
ORD0010,CUS0003,ITE0005,1,1,SCE001,5,PR0005,2025-07-24 08:40:00,2025-07-24 08:50:00,6,PR0005,2025-07-24 08:50:00,2025-07-24 09:00:00,119,15
ORD0011,CUS0016,ITE0020,1,1,SCE001,1,PR0001,2025-07-25 08:00:00,2025-07-25 08:10:00,1,PR0001,2025-07-25 08:00:00,2025-07-25 08:10:00,111,9
ORD0011,CUS0016,ITE0020,1,1,SCE001,2,PR0002,2025-07-25 08:10:00,2025-07-25 08:20:00,2,PR0002,2025-07-25 08:10:00,2025-07-25 08:20:00,111,9
ORD0011,CUS0016,ITE0020,1,1,SCE001,3,PR0003,2025-07-25 08:20:00,2025-07-25 08:30:00,3,PR0003,2025-07-25 08:20:00,2025-07-25 08:30:00,111,9
ORD0011,CUS0016,ITE0020,1,1,SCE001,4,PR0004,2025-07-25 08:30:00,2025-07-25 08:40:00,5,PR0004,2025-07-25 08:40:00,2025-07-25 08:50:00,111,9
ORD0011,CUS0016,ITE0020,1,1,SCE001,5,PR0005,2025-07-25 08:40:00,2025-07-25 08:50:00,6,PR0005,2025-07-25 08:50:00,2025-07-25 09:00:00,111,9
ORD0012,CUS0014,ITE0023,1,1,SCE001,1,PR0001,2025-07-26 08:00:00,2025-07-26 08:10:00,1,PR0001,2025-07-26 08:00:00,2025-07-26 08:10:00,97,12
ORD0012,CUS0014,ITE0023,1,1,SCE001,2,PR0002,2025-07-26 08:10:00,2025-07-26 08:20:00,3,PR0002,2025-07-26 08:20:00,2025-07-26 08:30:00,97,12
ORD0012,CUS0014,ITE0023,1,1,SCE001,3,PR0003,2025-07-26 08:20:00,2025-07-26 08:30:00,4,PR0003,2025-07-26 08:30:00,2025-07-26 08:40:00,97,12
ORD0012,CUS0014,ITE0023,1,1,SCE001,4,PR0004,2025-07-26 08:30:00,2025-07-26 08:40:00,5,PR0004,2025-07-26 08:40:00,2025-07-26 08:50:00,97,12
ORD0012,CUS0014,ITE0023,1,1,SCE001,5,PR0005,2025-07-26 08:40:00,2025-07-26 08:50:00,2,PR0005,2025-07-26 08:10:00,2025-07-26 08:20:00,97,12
ORD0013,CUS0006,ITE0036,1,1,SCE001,1,PR0001,2025-07-27 08:00:00,2025-07-27 08:10:00,1,PR0001,2025-07-27 08:00:00,2025-07-27 08:10:00,130,7
ORD0013,CUS0006,ITE0036,1,1,SCE001,2,PR0002,2025-07-27 08:10:00,2025-07-27 08:20:00,2,PR0002,2025-07-27 08:10:00,2025-07-27 08:20:00,130,7
ORD0013,CUS0006,ITE0036,1,1,SCE001,3,PR0003,2025-07-27 08:20:00,2025-07-27 08:30:00,3,PR0003,2025-07-27 08:20:00,2025-07-27 08:30:00,130,7
ORD0013,CUS0006,ITE0036,1,1,SCE001,4,PR0004,2025-07-27 08:30:00,2025-07-27 08:40:00,5,PR0004,2025-07-27 08:40:00,2025-07-27 08:50:00,130,7
ORD0013,CUS0006,ITE0036,1,1,SCE001,5,PR0005,2025-07-27 08:40:00,2025-07-27 08:50:00,6,PR0005,2025-07-27 08:50:00,2025-07-27 09:00:00,130,7
ORD0014,CUS0014,ITE0019,2,2,SCE002,1,PR0010,2025-07-28 08:00:00,2025-07-28 08:15:00,1,PR0010,2025-07-28 08:00:00,2025-07-28 08:15:00,97,8
ORD0014,CUS0014,ITE0019,2,2,SCE002,2,PR0011,2025-07-28 08:15:00,2025-07-28 08:30:00,3,PR0011,2025-07-28 08:30:00,2025-07-28 08:45:00,97,8
ORD0014,CUS0014,ITE0019,2,2,SCE002,3,PR0012,2025-07-28 08:30:00,2025-07-28 08:45:00,4,PR0012,2025-07-28 08:45:00,2025-07-28 09:00:00,97,8
ORD0014,CUS0014,ITE0019,2,2,SCE002,4,PR0013,2025-07-28 08:45:00,2025-07-28 09:00:00,5,PR0013,2025-07-28 09:00:00,2025-07-28 09:15:00,97,8
ORD0014,CUS0014,ITE0019,2,2,SCE002,5,PR0014,2025-07-28 09:00:00,2025-07-28 09:15:00,6,PR0014,2025-07-28 09:15:00,2025-07-28 09:30:00,97,8
ORD0015,CUS0006,ITE0022,1,1,SCE001,1,PR0001,2025-07-29 08:00:00,2025-07-29 08:10:00,1,PR0001,2025-07-29 08:00:00,2025-07-29 08:10:00,130,1
ORD0015,CUS0006,ITE0022,1,1,SCE001,2,PR0002,2025-07-29 08:10:00,2025-07-29 08:20:00,2,PR0002,2025-07-29 08:10:00,2025-07-29 08:20:00,130,1
ORD0015,CUS0006,ITE0022,1,1,SCE001,3,PR0003,2025-07-29 08:20:00,2025-07-29 08:30:00,3,PR0003,2025-07-29 08:20:00,2025-07-29 08:30:00,130,1
ORD0015,CUS0006,ITE0022,1,1,SCE001,4,PR0004,2025-07-29 08:30:00,2025-07-29 08:40:00,4,PR0004,2025-07-29 08:30:00,2025-07-29 08:40:00,130,1
ORD0015,CUS0006,ITE0022,1,1,SCE001,5,PR0005,2025-07-29 08:40:00,2025-07-29 08:50:00,5,PR0005,2025-07-29 08:40:00,2025-07-29 08:50:00,130,1
ORD0016,CUS0011,ITE0027,1,1,SCE001,1,PR0001,2025-07-30 08:00:00,2025-07-30 08:10:00,2,PR0001,2025-07-30 08:10:00,2025-07-30 08:20:00,84,14
ORD0016,CUS0011,ITE0027,1,1,SCE001,2,PR0002,2025-07-30 08:10:00,2025-07-30 08:20:00,3,PR0002,2025-07-30 08:20:00,2025-07-30 08:30:00,84,14
ORD0016,CUS0011,ITE0027,1,1,SCE001,3,PR0003,2025-07-30 08:20:00,2025-07-30 08:30:00,1,PR0003,2025-07-30 08:00:00,2025-07-30 08:10:00,84,14
ORD0016,CUS0011,ITE0027,1,1,SCE001,4,PR0004,2025-07-30 08:30:00,2025-07-30 08:40:00,5,PR0004,2025-07-30 08:40:00,2025-07-30 08:50:00,84,14
ORD0016,CUS0011,ITE0027,1,1,SCE001,5,PR0005,2025-07-30 08:40:00,2025-07-30 08:50:00,6,PR0005,2025-07-30 08:50:00,2025-07-30 09:00:00,84,14
ORD0017,CUS0004,ITE0021,1,1,SCE001,1,PR0001,2025-07-31 08:00:00,2025-07-31 08:10:00,1,PR0001,2025-07-31 08:00:00,2025-07-31 08:10:00,149,14
ORD0017,CUS0004,ITE0021,1,1,SCE001,2,PR0002,2025-07-31 08:10:00,2025-07-31 08:20:00,2,PR0002,2025-07-31 08:10:00,2025-07-31 08:20:00,149,14
ORD0017,CUS0004,ITE0021,1,1,SCE001,3,PR0003,2025-07-31 08:20:00,2025-07-31 08:30:00,3,PR0003,2025-07-31 08:20:00,2025-07-31 08:30:00,149,14
ORD0017,CUS0004,ITE0021,1,1,SCE001,4,PR0004,2025-07-31 08:30:00,2025-07-31 08:40:00,4,PR0004,2025-07-31 08:30:00,2025-07-31 08:40:00,149,14
ORD0017,CUS0004,ITE0021,1,1,SCE001,5,PR0005,2025-07-31 08:40:00,2025-07-31 08:50:00,5,PR0005,2025-07-31 08:40:00,2025-07-31 08:50:00,149,14
ORD0018,CUS0006,ITE0043,1,1,SCE001,1,PR0001,2025-08-01 08:00:00,2025-08-01 08:10:00,1,PR0001,2025-08-01 08:00:00,2025-08-01 08:10:00,99,14
ORD0018,CUS0006,ITE0043,1,1,SCE001,2,PR0002,2025-08-01 08:10:00,2025-08-01 08:20:00,2,PR0002,2025-08-01 08:10:00,2025-08-01 08:20:00,99,14
ORD0018,CUS0006,ITE0043,1,1,SCE001,3,PR0003,2025-08-01 08:20:00,2025-08-01 08:30:00,3,PR0003,2025-08-01 08:20:00,2025-08-01 08:30:00,99,14
ORD0018,CUS0006,ITE0043,1,1,SCE001,4,PR0004,2025-08-01 08:30:00,2025-08-01 08:40:00,4,PR0004,2025-08-01 08:30:00,2025-08-01 08:40:00,99,14
ORD0018,CUS0006,ITE0043,1,1,SCE001,5,PR0005,2025-08-01 08:40:00,2025-08-01 08:50:00,6,PR0005,2025-08-01 08:50:00,2025-08-01 09:00:00,99,14
ORD0019,CUS0020,ITE0040,2,2,SCE002,1,PR0010,2025-08-02 08:00:00,2025-08-02 08:15:00,1,PR0010,2025-08-02 08:00:00,2025-08-02 08:15:00,104,15
ORD0019,CUS0020,ITE0040,2,2,SCE002,2,PR0011,2025-08-02 08:15:00,2025-08-02 08:30:00,3,PR0011,2025-08-02 08:30:00,2025-08-02 08:45:00,104,15
ORD0019,CUS0020,ITE0040,2,2,SCE002,3,PR0012,2025-08-02 08:30:00,2025-08-02 08:45:00,2,PR0012,2025-08-02 08:15:00,2025-08-02 08:30:00,104,15
ORD0019,CUS0020,ITE0040,2,2,SCE002,4,PR0013,2025-08-02 08:45:00,2025-08-02 09:00:00,5,PR0013,2025-08-02 09:00:00,2025-08-02 09:15:00,104,15
ORD0019,CUS0020,ITE0040,2,2,SCE002,5,PR0014,2025-08-02 09:00:00,2025-08-02 09:15:00,6,PR0014,2025-08-02 09:15:00,2025-08-02 09:30:00,104,15
ORD0020,CUS0014,ITE0037,1,1,SCE001,1,PR0001,2025-08-03 08:00:00,2025-08-03 08:10:00,1,PR0001,2025-08-03 08:00:00,2025-08-03 08:10:00,137,12
ORD0020,CUS0014,ITE0037,1,1,SCE001,2,PR0002,2025-08-03 08:10:00,2025-08-03 08:20:00,2,PR0002,2025-08-03 08:10:00,2025-08-03 08:20:00,137,12
ORD0020,CUS0014,ITE0037,1,1,SCE001,3,PR0003,2025-08-03 08:20:00,2025-08-03 08:30:00,4,PR0003,2025-08-03 08:30:00,2025-08-03 08:40:00,137,12
ORD0020,CUS0014,ITE0037,1,1,SCE001,4,PR0004,2025-08-03 08:30:00,2025-08-03 08:40:00,5,PR0004,2025-08-03 08:40:00,2025-08-03 08:50:00,137,12
ORD0020,CUS0014,ITE0037,1,1,SCE001,5,PR0005,2025-08-03 08:40:00,2025-08-03 08:50:00,6,PR0005,2025-08-03 08:50:00,2025-08-03 09:00:00,137,12
ORD0021,CUS0004,ITE0037,1,1,SCE001,1,PR0001,2025-08-04 08:00:00,2025-08-04 08:10:00,1,PR0001,2025-08-04 08:00:00,2025-08-04 08:10:00,100,13
ORD0021,CUS0004,ITE0037,1,1,SCE001,2,PR0002,2025-08-04 08:10:00,2025-08-04 08:20:00,2,PR0002,2025-08-04 08:10:00,2025-08-04 08:20:00,100,13
ORD0021,CUS0004,ITE0037,1,1,SCE001,3,PR0003,2025-08-04 08:20:00,2025-08-04 08:30:00,3,PR0003,2025-08-04 08:20:00,2025-08-04 08:30:00,100,13
ORD0021,CUS0004,ITE0037,1,1,SCE001,4,PR0004,2025-08-04 08:30:00,2025-08-04 08:40:00,5,PR0004,2025-08-04 08:40:00,2025-08-04 08:50:00,100,13
ORD0021,CUS0004,ITE0037,1,1,SCE001,5,PR0005,2025-08-04 08:40:00,2025-08-04 08:50:00,4,PR0005,2025-08-04 08:30:00,2025-08-04 08:40:00,100,13
ORD0022,CUS0011,ITE0044,2,2,SCE002,1,PR0010,2025-08-05 08:00:00,2025-08-05 08:15:00,1,PR0010,2025-08-05 08:00:00,2025-08-05 08:15:00,150,19
ORD0022,CUS0011,ITE0044,2,2,SCE002,2,PR0011,2025-08-05 08:15:00,2025-08-05 08:30:00,2,PR0011,2025-08-05 08:15:00,2025-08-05 08:30:00,150,19
ORD0022,CUS0011,ITE0044,2,2,SCE002,3,PR0012,2025-08-05 08:30:00,2025-08-05 08:45:00,4,PR0012,2025-08-05 08:45:00,2025-08-05 09:00:00,150,19
ORD0022,CUS0011,ITE0044,2,2,SCE002,4,PR0013,2025-08-05 08:45:00,2025-08-05 09:00:00,5,PR0013,2025-08-05 09:00:00,2025-08-05 09:15:00,150,19
ORD0022,CUS0011,ITE0044,2,2,SCE002,5,PR0014,2025-08-05 09:00:00,2025-08-05 09:15:00,6,PR0014,2025-08-05 09:15:00,2025-08-05 09:30:00,150,19
ORD0023,CUS0017,ITE0029,2,2,SCE002,1,PR0010,2025-08-06 08:00:00,2025-08-06 08:15:00,1,PR0010,2025-08-06 08:00:00,2025-08-06 08:15:00,85,3
ORD0023,CUS0017,ITE0029,2,2,SCE002,2,PR0011,2025-08-06 08:15:00,2025-08-06 08:30:00,2,PR0011,2025-08-06 08:15:00,2025-08-06 08:30:00,85,3
ORD0023,CUS0017,ITE0029,2,2,SCE002,3,PR0012,2025-08-06 08:30:00,2025-08-06 08:45:00,4,PR0012,2025-08-06 08:45:00,2025-08-06 09:00:00,85,3
ORD0023,CUS0017,ITE0029,2,2,SCE002,4,PR0013,2025-08-06 08:45:00,2025-08-06 09:00:00,5,PR0013,2025-08-06 09:00:00,2025-08-06 09:15:00,85,3
ORD0023,CUS0017,ITE0029,2,2,SCE002,5,PR0014,2025-08-06 09:00:00,2025-08-06 09:15:00,3,PR0014,2025-08-06 08:30:00,2025-08-06 08:45:00,85,3
ORD0024,CUS0008,ITE0027,1,1,SCE001,1,PR0001,2025-08-07 08:00:00,2025-08-07 08:10:00,1,PR0001,2025-08-07 08:00:00,2025-08-07 08:10:00,116,10
ORD0024,CUS0008,ITE0027,1,1,SCE001,2,PR0002,2025-08-07 08:10:00,2025-08-07 08:20:00,2,PR0002,2025-08-07 08:10:00,2025-08-07 08:20:00,116,10
ORD0024,CUS0008,ITE0027,1,1,SCE001,3,PR0003,2025-08-07 08:20:00,2025-08-07 08:30:00,3,PR0003,2025-08-07 08:20:00,2025-08-07 08:30:00,116,10
ORD0024,CUS0008,ITE0027,1,1,SCE001,4,PR0004,2025-08-07 08:30:00,2025-08-07 08:40:00,4,PR0004,2025-08-07 08:30:00,2025-08-07 08:40:00,116,10
ORD0024,CUS0008,ITE0027,1,1,SCE001,5,PR0005,2025-08-07 08:40:00,2025-08-07 08:50:00,6,PR0005,2025-08-07 08:50:00,2025-08-07 09:00:00,116,10
ORD0025,CUS0006,ITE0003,2,2,SCE002,1,PR0010,2025-08-08 08:00:00,2025-08-08 08:15:00,1,PR0010,2025-08-08 08:00:00,2025-08-08 08:15:00,111,11
ORD0025,CUS0006,ITE0003,2,2,SCE002,2,PR0011,2025-08-08 08:15:00,2025-08-08 08:30:00,2,PR0011,2025-08-08 08:15:00,2025-08-08 08:30:00,111,11
ORD0025,CUS0006,ITE0003,2,2,SCE002,3,PR0012,2025-08-08 08:30:00,2025-08-08 08:45:00,3,PR0012,2025-08-08 08:30:00,2025-08-08 08:45:00,111,11
ORD0025,CUS0006,ITE0003,2,2,SCE002,4,PR0013,2025-08-08 08:45:00,2025-08-08 09:00:00,4,PR0013,2025-08-08 08:45:00,2025-08-08 09:00:00,111,11
ORD0025,CUS0006,ITE0003,2,2,SCE002,5,PR0014,2025-08-08 09:00:00,2025-08-08 09:15:00,6,PR0014,2025-08-08 09:15:00,2025-08-08 09:30:00,111,11
ORD0026,CUS0017,ITE0016,2,2,SCE002,1,PR0010,2025-08-09 08:00:00,2025-08-09 08:15:00,1,PR0010,2025-08-09 08:00:00,2025-08-09 08:15:00,91,6
ORD0026,CUS0017,ITE0016,2,2,SCE002,2,PR0011,2025-08-09 08:15:00,2025-08-09 08:30:00,3,PR0011,2025-08-09 08:30:00,2025-08-09 08:45:00,91,6
ORD0026,CUS0017,ITE0016,2,2,SCE002,3,PR0012,2025-08-09 08:30:00,2025-08-09 08:45:00,4,PR0012,2025-08-09 08:45:00,2025-08-09 09:00:00,91,6
ORD0026,CUS0017,ITE0016,2,2,SCE002,4,PR0013,2025-08-09 08:45:00,2025-08-09 09:00:00,5,PR0013,2025-08-09 09:00:00,2025-08-09 09:15:00,91,6
ORD0026,CUS0017,ITE0016,2,2,SCE002,5,PR0014,2025-08-09 09:00:00,2025-08-09 09:15:00,6,PR0014,2025-08-09 09:15:00,2025-08-09 09:30:00,91,6
ORD0027,CUS0019,ITE0048,1,1,SCE001,1,PR0001,2025-08-10 08:00:00,2025-08-10 08:10:00,1,PR0001,2025-08-10 08:00:00,2025-08-10 08:10:00,105,6
ORD0027,CUS0019,ITE0048,1,1,SCE001,2,PR0002,2025-08-10 08:10:00,2025-08-10 08:20:00,2,PR0002,2025-08-10 08:10:00,2025-08-10 08:20:00,105,6
ORD0027,CUS0019,ITE0048,1,1,SCE001,3,PR0003,2025-08-10 08:20:00,2025-08-10 08:30:00,3,PR0003,2025-08-10 08:20:00,2025-08-10 08:30:00,105,6
ORD0027,CUS0019,ITE0048,1,1,SCE001,4,PR0004,2025-08-10 08:30:00,2025-08-10 08:40:00,4,PR0004,2025-08-10 08:30:00,2025-08-10 08:40:00,105,6
ORD0027,CUS0019,ITE0048,1,1,SCE001,5,PR0005,2025-08-10 08:40:00,2025-08-10 08:50:00,6,PR0005,2025-08-10 08:50:00,2025-08-10 09:00:00,105,6
ORD0028,CUS0011,ITE0012,1,1,SCE001,1,PR0001,2025-08-11 08:00:00,2025-08-11 08:10:00,1,PR0001,2025-08-11 08:00:00,2025-08-11 08:10:00,93,11
ORD0028,CUS0011,ITE0012,1,1,SCE001,2,PR0002,2025-08-11 08:10:00,2025-08-11 08:20:00,2,PR0002,2025-08-11 08:10:00,2025-08-11 08:20:00,93,11
ORD0028,CUS0011,ITE0012,1,1,SCE001,3,PR0003,2025-08-11 08:20:00,2025-08-11 08:30:00,3,PR0003,2025-08-11 08:20:00,2025-08-11 08:30:00,93,11
